id,country_long,name,primary_fuel,capacity_mw,commissioning_year,passage
5501,United States of America,Enter Solar,Solar,1.0,2019.0,The Enter Solar power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 44 and longitude -94.
5502,United States of America,Enterprise Products Operating,Gas,20.7,1994.0434782608693,The Enterprise Products Operating power plant in United States of America. It is a Gas facility with a capacity of 21 MW. It was commissioned in 1994. Located at latitude 30 and longitude -95.
5503,United States of America,Enterprise Solar  LLC,Solar,80.0,2016.0,The Enterprise Solar  LLC power plant in United States of America. It is a Solar facility with a capacity of 80 MW. It was commissioned in 2016. Located at latitude 38 and longitude -114.
5504,United States of America,Enterprise Sugar Factory,Waste,3.0,1981.0,The Enterprise Sugar Factory power plant in United States of America. It is a Waste facility with a capacity of 3 MW. It was commissioned in 1981. Located at latitude 30 and longitude -92.
5505,United States of America,Eolos Wind Energy Research Field Station,Wind,2.5,2011.0,The Eolos Wind Energy Research Field Station power plant in United States of America. It is a Wind facility with a capacity of 2 MW. It was commissioned in 2011. Located at latitude 45 and longitude -93.
5506,United States of America,Ephratah,Hydro,4.0,1913.25,The Ephratah power plant in United States of America. It is a Hydro facility with a capacity of 4 MW. It was commissioned in 1913. Located at latitude 43 and longitude -75.
5507,United States of America,Epic Verona,Oil,43.19999999999999,2012.2777777777785,The Epic Verona power plant in United States of America. It is a Oil facility with a capacity of 43 MW. It was commissioned in 2012. Located at latitude 43 and longitude -90.
5508,United States of America,Equilon Los Angeles Refining,Gas,83.0,1985.21686746988,The Equilon Los Angeles Refining power plant in United States of America. It is a Gas facility with a capacity of 83 MW. It was commissioned in 1985. Located at latitude 34 and longitude -118.
5509,United States of America,Equinix Caspian Dr. Fuel Cell,Gas,4.8,2018.0,The Equinix Caspian Dr. Fuel Cell power plant in United States of America. It is a Gas facility with a capacity of 5 MW. It was commissioned in 2018. Located at latitude 37 and longitude -122.
5510,United States of America,Equinix Douglas St. Fuel Cell,Gas,1.5,2017.0,The Equinix Douglas St. Fuel Cell power plant in United States of America. It is a Gas facility with a capacity of 2 MW. It was commissioned in 2017. Located at latitude 34 and longitude -118.
5511,United States of America,Equinix Great Oaks Blvd. Fuel Cell,Gas,4.5,2018.0,The Equinix Great Oaks Blvd. Fuel Cell power plant in United States of America. It is a Gas facility with a capacity of 4 MW. It was commissioned in 2018. Located at latitude 37 and longitude -122.
5512,United States of America,Equinix Lundy Ave. Fuel Cell,Gas,3.8,2017.0,The Equinix Lundy Ave. Fuel Cell power plant in United States of America. It is a Gas facility with a capacity of 4 MW. It was commissioned in 2017. Located at latitude 37 and longitude -122.
5513,United States of America,Equinix Maple Ave. Fuel Cell,Gas,2.0,2017.0,The Equinix Maple Ave. Fuel Cell power plant in United States of America. It is a Gas facility with a capacity of 2 MW. It was commissioned in 2017. Located at latitude 34 and longitude -118.
5514,United States of America,Equinix San Jose,Gas,1.1,2015.0,The Equinix San Jose power plant in United States of America. It is a Gas facility with a capacity of 1 MW. It was commissioned in 2015. Located at latitude 37 and longitude -122.
5515,United States of America,Equity Industrial Turbines,Wind,4.0,2013.0,The Equity Industrial Turbines power plant in United States of America. It is a Wind facility with a capacity of 4 MW. It was commissioned in 2013. Located at latitude 43 and longitude -71.
5516,United States of America,Equuleus Community Solar Gardens,Solar,5.0,2017.0,The Equuleus Community Solar Gardens power plant in United States of America. It is a Solar facility with a capacity of 5 MW. It was commissioned in 2017. Located at latitude 45 and longitude -93.
5517,United States of America,Equus Freeport Power,Gas,120.0,2004.0,The Equus Freeport Power power plant in United States of America. It is a Gas facility with a capacity of 120 MW. It was commissioned in 2004. Located at latitude 41 and longitude -74.
5518,United States of America,Ergon Refining Vicksburg,Gas,4.8,1995.0,The Ergon Refining Vicksburg power plant in United States of America. It is a Gas facility with a capacity of 5 MW. It was commissioned in 1995. Located at latitude 32 and longitude -91.
5519,United States of America,Erickson Station,Coal,154.7,1973.0,The Erickson Station power plant in United States of America. It is a Coal facility with a capacity of 155 MW. It was commissioned in 1973. Located at latitude 43 and longitude -85.
5520,United States of America,Erie,Oil,4.300000000000001,1994.06976744186,The Erie power plant in United States of America. It is a Oil facility with a capacity of 4 MW. It was commissioned in 1994. Located at latitude 38 and longitude -95.
5521,United States of America,Erie Coke,Gas,2.5,1953.0,The Erie Coke power plant in United States of America. It is a Gas facility with a capacity of 2 MW. It was commissioned in 1953. Located at latitude 42 and longitude -80.
5522,United States of America,Erie Energy Center,Oil,20.0,1999.0,The Erie Energy Center power plant in United States of America. It is a Oil facility with a capacity of 20 MW. It was commissioned in 1999. Located at latitude 38 and longitude -95.
5523,United States of America,Errol Hydroelectric Project,Hydro,3.0,1986.0,The Errol Hydroelectric Project power plant in United States of America. It is a Hydro facility with a capacity of 3 MW. It was commissioned in 1986. Located at latitude 45 and longitude -71.
5524,United States of America,Erving Paper Mills,Gas,6.199999999999999,2014.903225806452,The Erving Paper Mills power plant in United States of America. It is a Gas facility with a capacity of 6 MW. It was commissioned in 2015. Located at latitude 43 and longitude -72.
5525,United States of America,Erwin Farm,Solar,5.0,2014.0,The Erwin Farm power plant in United States of America. It is a Solar facility with a capacity of 5 MW. It was commissioned in 2014. Located at latitude 35 and longitude -79.
5526,United States of America,Escalante,Coal,257.0,1985.0,The Escalante power plant in United States of America. It is a Coal facility with a capacity of 257 MW. It was commissioned in 1985. Located at latitude 35 and longitude -108.
5527,United States of America,Escalante Solar I  LLC,Solar,80.0,2016.0,The Escalante Solar I  LLC power plant in United States of America. It is a Solar facility with a capacity of 80 MW. It was commissioned in 2016. Located at latitude 39 and longitude -113.
5528,United States of America,Escalante Solar II  LLC,Solar,80.0,2016.0,The Escalante Solar II  LLC power plant in United States of America. It is a Solar facility with a capacity of 80 MW. It was commissioned in 2016. Located at latitude 39 and longitude -113.
5529,United States of America,Escalante Solar III  LLC,Solar,80.0,2016.0,The Escalante Solar III  LLC power plant in United States of America. It is a Solar facility with a capacity of 80 MW. It was commissioned in 2016. Located at latitude 38 and longitude -113.
5530,United States of America,Escanaba Mill,Biomass,122.4,1975.4656862745096,The Escanaba Mill power plant in United States of America. It is a Biomass facility with a capacity of 122 MW. It was commissioned in 1975. Located at latitude 46 and longitude -87.
5531,United States of America,Escondido Energy Center,Gas,49.9,2014.0,The Escondido Energy Center power plant in United States of America. It is a Gas facility with a capacity of 50 MW. It was commissioned in 2014. Located at latitude 33 and longitude -117.
5532,United States of America,Escondido Energy Storage,Storage,30.0,2017.0,The Escondido Energy Storage power plant in United States of America. It is a Storage facility with a capacity of 30 MW. It was commissioned in 2017. Located at latitude 33 and longitude -117.
5533,United States of America,Essential Power Massachusetts LLC,Gas,250.6,1979.294493216281,The Essential Power Massachusetts LLC power plant in United States of America. It is a Gas facility with a capacity of 251 MW. It was commissioned in 1979. Located at latitude 42 and longitude -73.
5534,United States of America,Essential Power Newington LLC,Gas,605.5,2002.0,The Essential Power Newington LLC power plant in United States of America. It is a Gas facility with a capacity of 606 MW. It was commissioned in 2002. Located at latitude 43 and longitude -71.
5535,United States of America,Essential Power Rock Springs LLC,Gas,772.6,2003.0,The Essential Power Rock Springs LLC power plant in United States of America. It is a Gas facility with a capacity of 773 MW. It was commissioned in 2003. Located at latitude 40 and longitude -76.
5536,United States of America,Essex,Gas,121.2,1999.0,The Essex power plant in United States of America. It is a Gas facility with a capacity of 121 MW. It was commissioned in 1999. Located at latitude 37 and longitude -90.
5537,United States of America,Essex County Correctional Facility Cogen,Gas,6.2,2003.0,The Essex County Correctional Facility Cogen power plant in United States of America. It is a Gas facility with a capacity of 6 MW. It was commissioned in 2003. Located at latitude 41 and longitude -74.
5538,United States of America,Essex Junction 19,Oil,16.0,1966.55,The Essex Junction 19 power plant in United States of America. It is a Oil facility with a capacity of 16 MW. It was commissioned in 1967. Located at latitude 44 and longitude -73.
5539,United States of America,Essex Solar Center,Solar,20.0,2018.0,The Essex Solar Center power plant in United States of America. It is a Solar facility with a capacity of 20 MW. It was commissioned in 2018. Located at latitude 38 and longitude -77.
5540,United States of America,Estes,Hydro,45.0,1950.6666666666667,The Estes power plant in United States of America. It is a Hydro facility with a capacity of 45 MW. It was commissioned in 1951. Located at latitude 40 and longitude -106.
5541,United States of America,Estherville,Gas,15.6,1963.2820512820515,The Estherville power plant in United States of America. It is a Gas facility with a capacity of 16 MW. It was commissioned in 1963. Located at latitude 43 and longitude -95.
5542,United States of America,Estill Solar,Solar,20.0,2018.0,The Estill Solar power plant in United States of America. It is a Solar facility with a capacity of 20 MW. It was commissioned in 2018. Located at latitude 33 and longitude -81.
5543,United States of America,Estill Solar II,Solar,10.2,2018.0,The Estill Solar II power plant in United States of America. It is a Solar facility with a capacity of 10 MW. It was commissioned in 2018. Located at latitude 33 and longitude -81.
5544,United States of America,Estrella Mountain PV,Solar,1.8,2019.0,The Estrella Mountain PV power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2019. Located at latitude 33 and longitude -112.
5545,United States of America,Etiwanda,Hydro,23.9,1995.0,The Etiwanda power plant in United States of America. It is a Hydro facility with a capacity of 24 MW. It was commissioned in 1995. Located at latitude 34 and longitude -118.
5546,United States of America,Eubank Landfill Solar Array,Solar,2.0,2013.0,The Eubank Landfill Solar Array power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2013. Located at latitude 35 and longitude -107.
5547,United States of America,Euclid Farm  Stamco N-54,Wind,1.0,2012.0,The Euclid Farm  Stamco N-54 power plant in United States of America. It is a Wind facility with a capacity of 1 MW. It was commissioned in 2012. Located at latitude 42 and longitude -81.
5548,United States of America,Eufaula Dam,Hydro,90.0,1964.0,The Eufaula Dam power plant in United States of America. It is a Hydro facility with a capacity of 90 MW. It was commissioned in 1964. Located at latitude 35 and longitude -95.
5549,United States of America,Eurus Combine Hills Turbine Ranch 2,Wind,66.1,2010.0,The Eurus Combine Hills Turbine Ranch 2 power plant in United States of America. It is a Wind facility with a capacity of 66 MW. It was commissioned in 2010. Located at latitude 46 and longitude -119.
5550,United States of America,Eva Creek Wind,Wind,24.6,2013.0,The Eva Creek Wind power plant in United States of America. It is a Wind facility with a capacity of 25 MW. It was commissioned in 2013. Located at latitude 64 and longitude -149.
5551,United States of America,Evander Andrews Power Complex,Gas,270.9,2005.6279069767445,The Evander Andrews Power Complex power plant in United States of America. It is a Gas facility with a capacity of 271 MW. It was commissioned in 2006. Located at latitude 43 and longitude -116.
5552,United States of America,Evanston Township High School,Gas,2.4000000000000004,1993.0,The Evanston Township High School power plant in United States of America. It is a Gas facility with a capacity of 2 MW. It was commissioned in 1993. Located at latitude 42 and longitude -88.
5553,United States of America,Everett PV1,Solar,10.0,2020.0,The Everett PV1 power plant in United States of America. It is a Solar facility with a capacity of 10 MW. It was commissioned in 2020. Located at latitude 36 and longitude -77.
5554,United States of America,Everetts Wildcat Solar  LLC,Solar,5.0,2015.0,The Everetts Wildcat Solar  LLC power plant in United States of America. It is a Solar facility with a capacity of 5 MW. It was commissioned in 2015. Located at latitude 36 and longitude -77.
5555,United States of America,Evergreen BioPower LLC,Waste,21.0,2007.0,The Evergreen BioPower LLC power plant in United States of America. It is a Waste facility with a capacity of 21 MW. It was commissioned in 2007. Located at latitude 45 and longitude -123.
5556,United States of America,Evonik Industries AG,Oil,1.2,1992.0,The Evonik Industries AG power plant in United States of America. It is a Oil facility with a capacity of 1 MW. It was commissioned in 1992. Located at latitude 40 and longitude -87.
5557,United States of America,Exchequer,Hydro,94.5,1967.0,The Exchequer power plant in United States of America. It is a Hydro facility with a capacity of 94 MW. It was commissioned in 1967. Located at latitude 38 and longitude -120.
5558,United States of America,Exelon Framingham LLC,Oil,42.6,1969.3333333333337,The Exelon Framingham LLC power plant in United States of America. It is a Oil facility with a capacity of 43 MW. It was commissioned in 1969. Located at latitude 42 and longitude -71.
5559,United States of America,Exelon LaPorte Generating Station,Gas,236.0,2001.0,The Exelon LaPorte Generating Station power plant in United States of America. It is a Gas facility with a capacity of 236 MW. It was commissioned in 2001. Located at latitude 30 and longitude -95.
5560,United States of America,Exelon Medway LLC,Oil,135.0,1970.3333333333333,The Exelon Medway LLC power plant in United States of America. It is a Oil facility with a capacity of 135 MW. It was commissioned in 1970. Located at latitude 42 and longitude -71.
5561,United States of America,Exelon Solar Chicago,Solar,9.0,2010.0,The Exelon Solar Chicago power plant in United States of America. It is a Solar facility with a capacity of 9 MW. It was commissioned in 2010. Located at latitude 42 and longitude -88.
5562,United States of America,Exelon West Medway II LLC,Gas,200.0,2019.0,The Exelon West Medway II LLC power plant in United States of America. It is a Gas facility with a capacity of 200 MW. It was commissioned in 2019. Located at latitude 42 and longitude -71.
5563,United States of America,Exeter Energy LP,Other,31.3,1991.0,The Exeter Energy LP power plant in United States of America. It is a Other facility with a capacity of 31 MW. It was commissioned in 1991. Located at latitude 42 and longitude -72.
5564,United States of America,Exeter Solar,Solar,3.5,2014.0,The Exeter Solar power plant in United States of America. It is a Solar facility with a capacity of 4 MW. It was commissioned in 2014. Located at latitude 36 and longitude -119.
5565,United States of America,Exira,Gas,181.5,2005.0,The Exira power plant in United States of America. It is a Gas facility with a capacity of 182 MW. It was commissioned in 2005. Located at latitude 42 and longitude -95.
5566,United States of America,Expander Turbine,Gas,20.0,1981.0,The Expander Turbine power plant in United States of America. It is a Gas facility with a capacity of 20 MW. It was commissioned in 1981. Located at latitude 42 and longitude -87.
5567,United States of America,Expressway Solar A,Solar,2.0,2014.0,The Expressway Solar A power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2014. Located at latitude 35 and longitude -117.
5568,United States of America,Expressway Solar B,Solar,2.0,2014.0,The Expressway Solar B power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2014. Located at latitude 35 and longitude -117.
5569,United States of America,Expressway Solar C2,Solar,1.5,2014.0,The Expressway Solar C2 power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2014. Located at latitude 35 and longitude -117.
5570,United States of America,Extreme San Ignacio,Gas,1.0,2019.0,The Extreme San Ignacio power plant in United States of America. It is a Gas facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 37 and longitude -122.
5571,United States of America,Extreme Via Del Oro,Gas,1.2,2019.0,The Extreme Via Del Oro power plant in United States of America. It is a Gas facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 37 and longitude -122.
5572,United States of America,Exum Farm Solar  LLC,Solar,4.9,2017.0,The Exum Farm Solar  LLC power plant in United States of America. It is a Solar facility with a capacity of 5 MW. It was commissioned in 2017. Located at latitude 35 and longitude -77.
5573,United States of America,ExxonMobil Baton Rouge Turbine Generator,Gas,85.3,1990.0,The ExxonMobil Baton Rouge Turbine Generator power plant in United States of America. It is a Gas facility with a capacity of 85 MW. It was commissioned in 1990. Located at latitude 30 and longitude -91.
5574,United States of America,ExxonMobil Baytown Refinery,Gas,177.3,1980.677382966723,The ExxonMobil Baytown Refinery power plant in United States of America. It is a Gas facility with a capacity of 177 MW. It was commissioned in 1981. Located at latitude 30 and longitude -95.
5575,United States of America,ExxonMobil Baytown Turbine,Gas,381.8,1997.9366160293348,The ExxonMobil Baytown Turbine power plant in United States of America. It is a Gas facility with a capacity of 382 MW. It was commissioned in 1998. Located at latitude 30 and longitude -95.
5576,United States of America,ExxonMobil Beaumont Refinery,Gas,677.8,1998.093685452936,The ExxonMobil Beaumont Refinery power plant in United States of America. It is a Gas facility with a capacity of 678 MW. It was commissioned in 1998. Located at latitude 30 and longitude -94.
5577,United States of America,ExxonMobil Mobile Bay Onshore,Gas,12.0,1993.075,The ExxonMobil Mobile Bay Onshore power plant in United States of America. It is a Gas facility with a capacity of 12 MW. It was commissioned in 1993. Located at latitude 30 and longitude -88.
5578,United States of America,ExxonMobil Oil Joliet Refinery,Gas,39.7,1986.7178841309824,The ExxonMobil Oil Joliet Refinery power plant in United States of America. It is a Gas facility with a capacity of 40 MW. It was commissioned in 1987. Located at latitude 41 and longitude -88.
5579,United States of America,ExxonMobil Santa Ynez Facility,Gas,49.3,1993.0,The ExxonMobil Santa Ynez Facility power plant in United States of America. It is a Gas facility with a capacity of 49 MW. It was commissioned in 1993. Located at latitude 34 and longitude -120.
5580,United States of America,Eyak Service Center BESS,Storage,1.0,2019.0,The Eyak Service Center BESS power plant in United States of America. It is a Storage facility with a capacity of 1 MW. It was commissioned in 2019. Located at latitude 61 and longitude -146.
5581,United States of America,F B Culley,Coal,368.9,1971.3133640553,The F B Culley power plant in United States of America. It is a Coal facility with a capacity of 369 MW. It was commissioned in 1971. Located at latitude 38 and longitude -87.
5582,United States of America,F.D. Kuester Generating Station,Gas,131.6,2019.0,The F.D. Kuester Generating Station power plant in United States of America. It is a Gas facility with a capacity of 132 MW. It was commissioned in 2019. Located at latitude 47 and longitude -88.
5583,United States of America,FAA NorCal TRACON,Solar,1.0,2013.0,The FAA NorCal TRACON power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2013. Located at latitude 39 and longitude -121.
5584,United States of America,FCPC Renewable Generation,Biomass,2.2,2013.0,The FCPC Renewable Generation power plant in United States of America. It is a Biomass facility with a capacity of 2 MW. It was commissioned in 2013. Located at latitude 43 and longitude -88.
5585,United States of America,FECC Solar Benton,Solar,1.0,2017.0,The FECC Solar Benton power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2017. Located at latitude 35 and longitude -93.
5586,United States of America,FIU Solar,Solar,1.6,2016.0,The FIU Solar power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2016. Located at latitude 26 and longitude -80.
5587,United States of America,FL Solar 4  LLC,Solar,42.0,2020.0,The FL Solar 4  LLC power plant in United States of America. It is a Solar facility with a capacity of 42 MW. It was commissioned in 2020. Located at latitude 30 and longitude -84.
5588,United States of America,FLEX Gibraltar,Gas,1.0,2017.0,The FLEX Gibraltar power plant in United States of America. It is a Gas facility with a capacity of 1 MW. It was commissioned in 2017. Located at latitude 37 and longitude -122.
5589,United States of America,FLS Solar 170  LLC,Solar,2.0,2014.0,The FLS Solar 170  LLC power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2014. Located at latitude 35 and longitude -79.
5590,United States of America,FLS Solar 200  LLC,Solar,4.3,2014.0,The FLS Solar 200  LLC power plant in United States of America. It is a Solar facility with a capacity of 4 MW. It was commissioned in 2014. Located at latitude 35 and longitude -79.
5591,United States of America,FLS Solar 230 (Warren),Solar,4.8,2015.0,The FLS Solar 230 (Warren) power plant in United States of America. It is a Solar facility with a capacity of 5 MW. It was commissioned in 2015. Located at latitude 35 and longitude -78.
5592,United States of America,FPL Energy Ashtabula Wind LLC,Wind,148.5,2009.0,The FPL Energy Ashtabula Wind LLC power plant in United States of America. It is a Wind facility with a capacity of 148 MW. It was commissioned in 2009. Located at latitude 47 and longitude -98.
5593,United States of America,FPL Energy Burleigh County Wind,Wind,49.5,2006.0,The FPL Energy Burleigh County Wind power plant in United States of America. It is a Wind facility with a capacity of 50 MW. It was commissioned in 2006. Located at latitude 47 and longitude -101.
5594,United States of America,FPL Energy Crystal Lake Wind II LLC,Wind,200.0,2009.0,The FPL Energy Crystal Lake Wind II LLC power plant in United States of America. It is a Wind facility with a capacity of 200 MW. It was commissioned in 2009. Located at latitude 43 and longitude -94.
5595,United States of America,FPL Energy Crystal Lake Wind LLC,Wind,150.0,2009.0,The FPL Energy Crystal Lake Wind LLC power plant in United States of America. It is a Wind facility with a capacity of 150 MW. It was commissioned in 2009. Located at latitude 43 and longitude -94.
5596,United States of America,FPL Energy Illinois Wind LLC Hybrid,Wind,237.5,2010.336842105264,The FPL Energy Illinois Wind LLC Hybrid power plant in United States of America. It is a Wind facility with a capacity of 238 MW. It was commissioned in 2010. Located at latitude 42 and longitude -89.
5597,United States of America,FPL Energy Montezuma Winds LLC,Wind,36.8,2010.0,The FPL Energy Montezuma Winds LLC power plant in United States of America. It is a Wind facility with a capacity of 37 MW. It was commissioned in 2010. Located at latitude 38 and longitude -122.
5598,United States of America,FPL Energy North Dakota Wind I/II,Wind,61.5,2003.0,The FPL Energy North Dakota Wind I/II power plant in United States of America. It is a Wind facility with a capacity of 62 MW. It was commissioned in 2003. Located at latitude 46 and longitude -99.
5599,United States of America,FPL Energy Oliver Wind I LLC,Wind,50.6,2007.0,The FPL Energy Oliver Wind I LLC power plant in United States of America. It is a Wind facility with a capacity of 51 MW. It was commissioned in 2007. Located at latitude 47 and longitude -101.
5600,United States of America,FPL Energy Oliver Wind II LLC,Wind,48.0,2008.0,The FPL Energy Oliver Wind II LLC power plant in United States of America. It is a Wind facility with a capacity of 48 MW. It was commissioned in 2008. Located at latitude 47 and longitude -101.
5601,United States of America,FPL Energy Story Wind LLC,Wind,150.0,2009.0,The FPL Energy Story Wind LLC power plant in United States of America. It is a Wind facility with a capacity of 150 MW. It was commissioned in 2009. Located at latitude 42 and longitude -93.
5602,United States of America,FPL Energy Vansycle LLC (OR),Wind,122.8,2002.0,The FPL Energy Vansycle LLC (OR) power plant in United States of America. It is a Wind facility with a capacity of 123 MW. It was commissioned in 2002. Located at latitude 46 and longitude -119.
5603,United States of America,FPL Energy Vansycle LLC (WA),Wind,176.9,2002.0,The FPL Energy Vansycle LLC (WA) power plant in United States of America. It is a Wind facility with a capacity of 177 MW. It was commissioned in 2002. Located at latitude 46 and longitude -119.
5604,United States of America,FRV SI Transport Solar LP,Solar,1.0,2010.0,The FRV SI Transport Solar LP power plant in United States of America. It is a Solar facility with a capacity of 1 MW. It was commissioned in 2010. Located at latitude 38 and longitude -121.
5605,United States of America,Facebook 1 Solar Energy Center,Solar,10.0,2018.0,The Facebook 1 Solar Energy Center power plant in United States of America. It is a Solar facility with a capacity of 10 MW. It was commissioned in 2018. Located at latitude 35 and longitude -107.
5606,United States of America,Facebook 2 Solar Energy Center,Solar,10.0,2018.0,The Facebook 2 Solar Energy Center power plant in United States of America. It is a Solar facility with a capacity of 10 MW. It was commissioned in 2018. Located at latitude 35 and longitude -107.
5607,United States of America,Facebook 3 Solar Energy Center,Solar,10.0,2018.0,The Facebook 3 Solar Energy Center power plant in United States of America. It is a Solar facility with a capacity of 10 MW. It was commissioned in 2018. Located at latitude 35 and longitude -107.
5608,United States of America,Facile Solar,Solar,2.0,2015.0,The Facile Solar power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2015. Located at latitude 36 and longitude -79.
5609,United States of America,Factory,Oil,26.6,1973.0,The Factory power plant in United States of America. It is a Oil facility with a capacity of 27 MW. It was commissioned in 1973. Located at latitude 40 and longitude -90.
5610,United States of America,Fair Wind,Wind,30.0,2015.0,The Fair Wind power plant in United States of America. It is a Wind facility with a capacity of 30 MW. It was commissioned in 2015. Located at latitude 39 and longitude -79.
5611,United States of America,Fairbanks,Oil,42.2,1971.3080568720377,The Fairbanks power plant in United States of America. It is a Oil facility with a capacity of 42 MW. It was commissioned in 1971. Located at latitude 65 and longitude -148.
5612,United States of America,Fairbanks Morse Engine,Oil,1.5,1989.0,The Fairbanks Morse Engine power plant in United States of America. It is a Oil facility with a capacity of 2 MW. It was commissioned in 1989. Located at latitude 43 and longitude -89.
5613,United States of America,Fairfax,Oil,2.0,2001.0,The Fairfax power plant in United States of America. It is a Oil facility with a capacity of 2 MW. It was commissioned in 2001. Located at latitude 45 and longitude -95.
5614,United States of America,Fairfax Falls,Hydro,3.5,1919.0,The Fairfax Falls power plant in United States of America. It is a Hydro facility with a capacity of 4 MW. It was commissioned in 1919. Located at latitude 45 and longitude -73.
5615,United States of America,Fairfield,Oil,7.5,1971.32,The Fairfield power plant in United States of America. It is a Oil facility with a capacity of 8 MW. It was commissioned in 1971. Located at latitude 38 and longitude -88.
5616,United States of America,Fairfield Pumped Storage,Hydro,587.1999999999999,1978.5,The Fairfield Pumped Storage power plant in United States of America. It is a Hydro facility with a capacity of 587 MW. It was commissioned in 1978. Located at latitude 34 and longitude -81.
5617,United States of America,Fairfield University CHP Plant,Gas,4.5,2007.0,The Fairfield University CHP Plant power plant in United States of America. It is a Gas facility with a capacity of 4 MW. It was commissioned in 2007. Located at latitude 41 and longitude -73.
5618,United States of America,Fairfield Wind,Wind,10.0,2014.0,The Fairfield Wind power plant in United States of America. It is a Wind facility with a capacity of 10 MW. It was commissioned in 2014. Located at latitude 48 and longitude -112.
5619,United States of America,Fairgrounds,Oil,68.3,1974.0,The Fairgrounds power plant in United States of America. It is a Oil facility with a capacity of 68 MW. It was commissioned in 1974. Located at latitude 39 and longitude -92.
5620,United States of America,Fairhaven C CSG,Solar,1.6,2017.0,The Fairhaven C CSG power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2017. Located at latitude 42 and longitude -71.
5621,United States of America,Fairhaven Power,Waste,18.8,1986.0,The Fairhaven Power power plant in United States of America. It is a Waste facility with a capacity of 19 MW. It was commissioned in 1986. Located at latitude 41 and longitude -124.
5622,United States of America,Fairhaven Wind,Wind,3.0,2012.0,The Fairhaven Wind power plant in United States of America. It is a Wind facility with a capacity of 3 MW. It was commissioned in 2012. Located at latitude 42 and longitude -71.
5623,United States of America,Fairless Energy Center,Gas,1338.0,2004.0,The Fairless Energy Center power plant in United States of America. It is a Gas facility with a capacity of 1338 MW. It was commissioned in 2004. Located at latitude 40 and longitude -75.
5624,United States of America,Fairless Hills,Waste,60.0,1997.0,The Fairless Hills power plant in United States of America. It is a Waste facility with a capacity of 60 MW. It was commissioned in 1997. Located at latitude 40 and longitude -75.
5625,United States of America,Fairmont (MN),Gas,39.0,2001.0,The Fairmont (MN) power plant in United States of America. It is a Gas facility with a capacity of 39 MW. It was commissioned in 2001. Located at latitude 44 and longitude -94.
5626,United States of America,Fairmont Wind,Wind,5.4,2004.2592592592591,The Fairmont Wind power plant in United States of America. It is a Wind facility with a capacity of 5 MW. It was commissioned in 2004. Located at latitude 44 and longitude -94.
5627,United States of America,Fairmont-FLS 100,Solar,4.0,2014.0,The Fairmont-FLS 100 power plant in United States of America. It is a Solar facility with a capacity of 4 MW. It was commissioned in 2014. Located at latitude 35 and longitude -79.
5628,United States of America,Fairview Farms Solar,Solar,2.0,2014.0,The Fairview Farms Solar power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2014. Located at latitude 42 and longitude -73.
5629,United States of America,Faison Solar,Solar,2.0,2015.0,The Faison Solar power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2015. Located at latitude 35 and longitude -78.
5630,United States of America,Falcon Dam & Power,Hydro,31.5,1954.0,The Falcon Dam & Power power plant in United States of America. It is a Hydro facility with a capacity of 32 MW. It was commissioned in 1954. Located at latitude 27 and longitude -99.
5631,United States of America,Fall Creek,Hydro,2.1,1907.7619047619048,The Fall Creek power plant in United States of America. It is a Hydro facility with a capacity of 2 MW. It was commissioned in 1908. Located at latitude 42 and longitude -122.
5632,United States of America,Fall River Solar CSG,Solar,2.0,2013.0,The Fall River Solar CSG power plant in United States of America. It is a Solar facility with a capacity of 2 MW. It was commissioned in 2013. Located at latitude 42 and longitude -71.
5633,United States of America,Falling Spring,Gas,7.2,1982.6666666666667,The Falling Spring power plant in United States of America. It is a Gas facility with a capacity of 7 MW. It was commissioned in 1983. Located at latitude 40 and longitude -78.
5634,United States of America,Falls,Oil,63.6,1970.0,The Falls power plant in United States of America. It is a Oil facility with a capacity of 64 MW. It was commissioned in 1970. Located at latitude 40 and longitude -75.
5635,United States of America,Falls City,Gas,31.3,1981.731629392972,The Falls City power plant in United States of America. It is a Gas facility with a capacity of 31 MW. It was commissioned in 1982. Located at latitude 40 and longitude -96.
5636,United States of America,Falls Creek,Hydro,4.1,1985.0,The Falls Creek power plant in United States of America. It is a Hydro facility with a capacity of 4 MW. It was commissioned in 1985. Located at latitude 44 and longitude -122.
